alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/behavior_policy,loss/critic1,loss/critic2,timestep
0.9625911021232606,800.0,0.0,11.514713522433059,23.87475559402227,-2.53711504149437,-0.12689192884042855,0.5984930758476262,0.29961773276329023,0.3155543138980864,250
0.8922190368175505,800.0,0.0,-7.751060316086042,-5.158468997196984,-3.571488849639893,-0.3824102122783663,0.41392599582672146,0.16198798984289167,0.16248227483034153,500
0.8260650863647462,800.0,0.0,5.581927219398864,12.758356374933491,-4.488181947708134,-0.6416270360946659,0.41216585636138936,0.13051827654242507,0.13023739925026867,750
0.7661259734630582,800.0,0.0,0.7575752576020482,16.916501419015415,-5.357004344940182,-0.8948893277645114,0.4029643324613572,0.10623923280835154,0.10676816397905355,1000
0.7105992822647098,800.0,0.0,-3.5958867249499997,0.19405733750066048,-6.1687267589569075,-1.1483742308616616,0.3976094661951066,0.08751165974140168,0.08779070469737053,1250
0.6591477971076958,800.0,0.0,-5.0930872449147,-6.684801457486358,-6.92285277557373,-1.4006593418121343,0.39816015243530306,0.07363205572962762,0.07371342916786673,1500
0.6114471631050113,800.0,0.0,-7.432787419847318,-4.2157712891700285,-7.614289443969728,-1.6526458764076228,0.393465118765831,0.06293700079619877,0.06310553519427783,1750
0.5672286207675928,800.0,0.0,0.11359305605707495,8.032958217815471,-8.242835685729986,-1.9051210265159597,0.38927828907966605,0.05256266914308072,0.05316608911752701,2000
0.5262192032337186,800.0,0.0,14.321556775817484,22.572630780252894,-8.819798896789557,-2.156658672332762,0.3873203134536741,0.04519916032254692,0.045400713622570074,2250
0.48818594956398,800.0,0.0,-4.380750643420157,2.9938887908036227,-9.35120578765869,-2.408276452064517,0.38491007721424175,0.037834522932767845,0.03785581452399495,2500
