alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/behavior_policy,loss/critic1,loss/critic2,timestep
0.9718887081742288,49.3,5.23545604508337,-1.1320412843620509,3.2305618097093167,-39.89019131183622,-0.9000557866180317,0.05315872531384232,1021.1897744750978,1059.0431292724625,200
0.9257064834237096,100.0,0.0,-2.5639858558986517,-1.9033879207375017,-49.02208993911744,-1.66888023674488,0.009663485966157168,376.4680540466308,387.4402218627931,400
0.8888474318385122,100.0,0.0,-3.8018868453512504,-1.2585795901473822,-58.74963058471678,-1.9018752121925344,0.006682739085517825,219.5996812438964,223.35460380554215,600
0.858231149315834,100.0,0.0,1.5908595909730168,5.780609627338241,-69.89870475769047,-1.7994237893819802,0.005285336375236514,162.53522518157953,163.4866246795655,800
0.8338712340593338,100.0,0.0,-0.6384037241665254,0.44297161261499984,-81.63859661102302,-1.4475064498186117,0.004460075958631938,123.37630172729487,125.40720909118657,1000
0.816482932567597,100.0,0.0,-4.507133452292059,-2.0199683159563007,-92.21492656707771,-0.9450999753177153,0.0038694658305030334,100.36147907257084,101.34144691467284,1200
0.8060696429014201,99.3,2.0999999999999996,8.472192695920228,31.09570148438086,-101.80256355285641,-0.44099159548059025,0.0033910269534680993,85.92935468673711,86.00439226150509,1400
0.8021786639094354,95.1,7.803204469959762,-3.052745452842429,-1.8354053683319171,-109.59256591796876,-0.049415225395932835,0.0030478135019075133,77.4596238899231,76.60539400100708,1600
0.8038700944185254,72.0,25.514701644346147,-1.8606020914468704,-1.209897081573959,-117.33016040802,0.23709256966598333,0.0026314481080044055,72.24366735458368,70.03217285156252,1800
0.8106575280427933,56.9,28.328254446753334,-1.7551769461708406,0.6656415012638872,-124.91264961242678,0.3981249966192988,0.002455264196614733,69.88930282592777,66.6024590301514,2000
0.8225239002704618,58.5,27.619739318103637,10.724501841851678,37.520753357276746,-129.93500896453853,0.5314089301228523,0.0021693125501042227,67.67151567459106,63.34992807388302,2200
0.8386267638206482,60.9,26.61371826708925,-2.242716908026483,-1.4834940898476854,-136.2661452102661,0.48617443278431915,0.0020099678449332727,65.21873016357424,61.49795680999756,2400
0.8551972332596779,61.3,26.088503215017912,-2.6171036929519698,-2.0494313000381563,-140.33050289154056,0.3660149532742798,0.0018466243258444585,66.71050413131721,62.231912975311225,2600
0.871040552556514,55.7,16.811008298136077,12.749542783988582,43.78063920855619,-145.6391427230835,0.29188411516835916,0.0016656553611392164,68.2028970718384,63.200481090545665,2800
0.887117887437343,50.2,17.04582060213001,-3.2066697551049836,-2.3656778231193987,-149.28930397033702,0.21214701683260495,0.0015252319991122922,65.35150150299063,60.55999616622923,3000
0.9008823403716089,53.3,23.443762496664224,10.812074093689072,38.1837694242801,-153.30092754364003,0.1197803923487664,0.0014653828868176789,67.02931932449344,62.54659029006959,3200
0.9084886339306828,50.3,17.366922582887273,-3.305423837551406,-2.37236094278992,-157.9019879913331,0.033518614713102565,0.0013447318325052028,70.30252550125127,64.33008537292486,3400
0.9090607538819314,54.8,23.03822909860912,-2.7888432233087834,-2.350551013546735,-164.57997650146478,-0.02154930161777883,0.001258440295932814,74.34970064163214,66.98951356887818,3600
0.906015341579914,64.9,28.84943673626922,3.279398387772699,13.311500707867266,-166.01661724090593,-0.018582222661934815,0.0012264727181172923,78.42120702743532,71.08197875976562,3800
0.8966846227645875,48.2,6.660330322138685,-2.9555528565338154,-2.704711928605049,-171.78845680236822,0.011406699200160806,0.008056444069370634,81.41520566940301,73.28634290695194,4000
0.8996698445081708,54.1,17.50114281982751,-2.927777462216351,-2.4378465475529474,-178.7384451293945,0.03826375208795069,0.0018262212711852041,77.52140953063966,70.84392360687255,4200
0.9033133056759843,44.9,2.4269322199023193,-3.2680525355998262,-2.572846122805124,-183.50431129455538,0.013702568765729665,0.0014347015914972865,79.66615177154542,72.91960271835329,4400
0.9066215917468072,54.2,23.172397372736384,-2.784724254693481,-2.432123704649226,-188.25780593872074,0.021669179825112215,0.001235059410100802,81.56525974273677,75.33032802581786,4600
0.9105907991528512,55.3,22.773010341191167,-0.5217176775323616,3.888076004648297,-193.47379173278821,0.027991872527636606,0.0011006866907700892,85.34420427322388,77.45049701690678,4800
