eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/critic1,loss/critic2,timestep
1000.0,0.0,31.845974499693096,0.6356979898410756,-2.159631014466286,0.8968020764365793,0.8805264962837109,200
918.0,246.0,29.60315871743177,7.720126701056314,-2.283293731212617,0.07502836506813768,0.06979813013225798,400
721.2,39.24742029739025,66.9624299394184,3.972924922851407,-2.3152783322334285,0.06409168940037491,0.05862657954916355,600
502.9,23.381402866380796,47.510511722016524,2.874166618558699,-2.327486517429355,0.08643979748710981,0.08121417192742239,800
789.2,46.08861030666904,71.75019480660488,5.366557876548829,-2.3398814010620113,0.10408316130749887,0.09993337754160164,1000
427.0,48.34873317885382,43.00659687550476,5.804932927301586,-2.357839274406431,0.12961023172363637,0.1273534736409783,1200
435.9,27.16044918627084,41.839501783807634,3.8786472530688587,-2.370043728351594,0.17397525966167457,0.1698269572854042,1400
606.9,52.29808791915819,58.58498872408467,6.191701551724546,-2.380559046268463,0.19079234812408696,0.18658203052356837,1600
501.7,1.6155494421403513,47.21225489146041,0.7535434684663399,-2.3877487206459027,0.21843098947778336,0.2154766082763672,1800
585.3,10.188719252192593,55.566889968468125,1.9327214711559186,-2.3934197258949292,0.23994563110172754,0.23800960486754758,2000
525.4,19.417517864031954,51.03158413763982,3.2438713062522737,-2.398611261844636,0.2487293487228453,0.24542824665084476,2200
529.9,37.29731893849744,51.900428363323606,4.900718958578508,-2.4003041052818297,0.2992777565866706,0.29470315270125846,2400
512.5,14.221462653327892,50.62867979121213,2.6091235840156486,-2.4033792424201956,0.2457932239770889,0.24327672410756365,2600
658.2,61.91736428498874,63.55953056978173,6.983770429261267,-2.4065559959411638,0.2851397758163512,0.28614014700055107,2800
499.9,23.687338389950025,48.21369473655864,3.2125946519228785,-2.4084264063835126,0.2945708540827037,0.2896147933974864,3000
500.1,75.37300577793087,49.98787399391807,8.288885684417698,-2.40975063800812,0.26227184876799586,0.25441750928759577,3200
507.4,17.636326148038883,49.19148511118074,2.9686652234451363,-2.411286504268644,0.29498970080167064,0.28080209612846363,3400
418.1,24.10580842867544,41.42843590113804,3.3217629328188543,-2.411488554477695,0.2756811725348236,0.26246405240148296,3600
420.1,18.603494295427407,41.229689818931284,3.0312538445271273,-2.4130810976028467,0.21624018140137202,0.20847440645098686,3800
512.6,17.85049018934774,49.751173661392976,2.879398793354433,-2.4151057016849506,0.5771269211545589,0.5149509501457219,4000
464.4,28.175166370404984,46.756517091384445,3.5646817477227795,-2.4153285717964166,0.24381719235330815,0.2353050461784006,4200
549.0,22.338307903688676,53.31767706431872,3.318859709405078,-2.4158759582042695,0.2677268116548656,0.25998852882534257,4400
508.7,11.463420083029323,48.69200944639455,2.416323096975043,-2.417091953754426,0.298882446922362,0.28401133168488746,4600
491.6,78.98506187881351,49.15179823301199,9.022763331074007,-2.416939039230345,0.2443727090582251,0.23704720534384252,4800
516.3,35.41482740322194,49.954630467268885,4.787533084655785,-2.41843561410904,0.25323132388293745,0.24482432585209618,5000
434.8,57.553105910975816,42.13144771945105,6.918746166319391,-2.4205975949764285,0.22503585599362838,0.2195567382127047,5200
413.4,3.5832945734337835,41.02308718088367,1.1151689141460714,-2.420970907211307,0.2812641011551023,0.2719260779395695,5400
437.9,48.5045358703699,43.54402110330537,6.041892956342627,-2.4198456525802627,0.2553380091860892,0.25586091626435514,5600
517.6,37.36897108564805,50.709887438171094,4.850352402019394,-2.4218290734291075,0.2823546009883285,0.27996856782585405,5800
509.3,14.477914214416383,49.50509217688078,2.709495927044429,-2.4223796856403332,0.2889796488732099,0.2778183636814355,6000
600.0,31.682802906308652,57.94395651412073,4.1799810688316885,-2.4225024223327605,0.34845069669187084,0.3364604823291302,6200
535.0,22.289010745208053,52.19439930366836,3.28692747362698,-2.4224544143676754,0.2669370145723222,0.2559497852623462,6400
627.4,89.3870236667493,60.95727767842952,10.001195459388251,-2.42294428706169,0.5131138086691499,0.46788088895380503,6600
536.5,33.25733001911007,52.468666469918205,4.606092005786215,-2.4228462398052257,0.3674630262702702,0.36469070196151715,6800
558.5,74.06517400236092,54.26234457611666,8.60613790139673,-2.423967069387438,0.350357763208449,0.3531085134297613,7000
488.8,23.587284710199263,48.17217552748521,2.9135156622807923,-2.423930574655532,0.30927010197192445,0.29114552251994597,7200
557.4,62.66769502702329,53.79467908882262,7.716118751640755,-2.424933775663377,0.2981002587080002,0.2905090152099729,7400
492.3,73.0507357936934,48.383597407625935,8.171831049258413,-2.4243417334556576,0.37093527533113974,0.36236275739967844,7600
536.8,56.6,52.941447978885556,7.04307204481759,-2.4261079895496374,0.290896850004792,0.2907249997928732,7800
502.9,36.99310746612131,49.28062127437852,4.672818580572073,-2.425024023056029,1.3129361660033456,1.3689963933825482,8000
481.3,55.103629644516154,47.36514853305251,6.709730058844218,-2.4262911963462828,0.38861127749085395,0.38533534482121473,8200
491.2,80.45967934313435,48.60406192690531,9.341319892241893,-2.4264247560501087,0.4067347368597984,0.4089172028750179,8400
517.8,17.11607431626773,50.248077185204174,2.8515836954753087,-2.4260664415359496,0.44938385561108557,0.4502771971374747,8600
621.5,70.05747640330759,60.965633995513066,8.011819820646805,-2.428109762668609,0.42124544486403487,0.41986453093588355,8800
510.0,31.77105601014861,49.80992572633615,3.9682206530500275,-2.428084571361543,0.47547057941556004,0.4662175660580393,9000
514.9,13.412307780542466,49.80207884754274,2.547104976354935,-2.428063654899596,0.48736684165894983,0.4870213661342857,9200
554.3,74.23483010016255,54.93641452656005,8.250522622426546,-2.4283343625068663,0.48335498094558726,0.48601698435842994,9400
495.5,79.85142453331687,49.421276617616044,9.195540721973146,-2.4270217919349664,0.42902366079390053,0.42305139183998125,9600
534.5,34.67924451310899,52.685121531995286,4.491878734870191,-2.428143014907838,0.5121229235082867,0.5022582261264327,9800
