eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/q1,loss/q2,loss/v,timestep
82.2,2.315167380558045,2.4278212783739215,0.6728961340981634,3.028164690971376,0.011151026923209415,0.011708524430170645,0.0026210230616852607,250
97.5,1.02469507659596,2.7170741520078665,0.6443869545873138,2.9054540100097648,0.005449773540720341,0.005467175359837712,0.001773632725235076,500
151.9,6.057227088363124,4.4153890443547406,0.7973111997869708,2.7748638515472415,0.018071910116821552,0.017768340049311496,0.002852184595074503,750
106.5,3.721558813185679,4.795006618887438,0.7490289077362605,2.662198394775389,0.028049931649118672,0.027913444522768244,0.004404713687486946,1000
127.1,2.662705391138869,3.6464788704082047,0.7005958446820906,2.5826198310852067,0.04032380795106293,0.04003606292605397,0.006945595266297453,1250
68.5,1.3601470508735443,3.6161128222840615,0.6925148667522659,2.5335726423263543,0.051572133325040424,0.0511388246156275,0.010980591973289844,1500
68.8,1.3266499161421599,3.621896964975726,0.6890307328464765,2.521861521720885,0.0674652347564697,0.06674933358281843,0.01636233015730976,1750
51.4,1.019803902718557,3.1023668373118554,0.6803165360122607,2.5421784653663657,0.06887816711515185,0.06833963716775182,0.02346016510948538,2000
46.6,0.4898979485566356,3.0112576092646517,0.65370111485523,2.6144624199867224,0.08767143612354991,0.08694256637245416,0.03400513774901629,2250
45.8,0.7483314773547881,3.0620724818742215,0.6714884052396262,2.7197443494796727,0.09958266925066707,0.099379997909069,0.04573381853103638,2500
42.9,0.5385164807134504,2.8863218959533974,0.6572325658765776,2.9229290723800663,0.10944214106351134,0.10884755461663012,0.06132599973678589,2750
46.1,0.7,3.1174454001270626,0.6619369890369268,3.206060036659243,0.11205275553464886,0.11303885646909469,0.07883060979843132,3000
68.8,0.4,4.860215880032104,0.6528503158700408,3.5142262811660787,0.12560811889916676,0.12715707631409173,0.09717462053894997,3250
38.2,0.4,2.654864860123098,0.6440036985144928,3.8583387775421167,0.14066293886303896,0.14225227575004096,0.11797855210304259,3500
31.4,0.4898979485566356,2.2373574857411915,0.6484211526412658,4.411330867767333,0.1400283485949039,0.1418064457178115,0.1451274548470973,3750
32.0,0.4472135954999579,2.286226729322301,0.6477713049618538,4.884642621040345,0.18434770110249504,0.1854940287768843,0.17212641310691834,4000
37.1,0.9433981132056604,2.5590004678402076,0.6710613428778174,5.3596782245636,0.173773638561368,0.176219182357192,0.19880638515949248,4250
41.6,0.66332495807108,2.8677454485181513,0.6567315796495253,5.96912840652465,0.16759677788615213,0.16963789063692084,0.22432967203855536,4500
34.3,1.4177446878757827,2.4257629677575805,0.6973861218463334,6.461358997344963,0.18965507112443433,0.19151800081133846,0.25496156847476986,4750
38.9,0.7,2.72021526395988,0.6598398209970952,7.0088744344711245,0.2008052022159099,0.20241185654699792,0.2867408347129821,5000
38.8,0.9797958971132712,2.6808363697711757,0.6736251973094756,7.671461961746219,0.22178835998475557,0.22396343480050562,0.3230758382081984,5250
45.2,0.9797958971132711,3.0455580432432194,0.6764616806891277,8.43397793769836,0.22029549847543237,0.22192776995897306,0.35626625823974617,5500
42.9,1.2206555615733703,2.9364783947308424,0.6873550700528694,9.207229782104491,0.2615325284898276,0.2600286349505187,0.4029403785467147,5750
39.3,1.3453624047073711,2.7545717875147204,0.690045908198999,9.763484210968008,0.24719106014072895,0.24826671600341796,0.43881946289539353,6000
46.0,3.40587727318528,3.141648097673854,0.8103522260388352,10.328601207733167,0.2371961903572085,0.23901089337468132,0.48334948217868795,6250
83.5,0.9219544457292888,6.197601561777986,0.7103702556307085,11.118912712097162,0.26672384759783757,0.26552949060499675,0.5132126735448841,6500
83.5,0.6708203932499369,6.195056065220403,0.6780587839193782,11.76903955078124,0.2685413772463798,0.26733617587387554,0.559372143149376,6750
83.7,0.45825756949558394,6.234114492425989,0.662950272176866,12.287205446243293,0.26892897196114063,0.26968268023431297,0.6006970434188844,7000
84.0,0.0,6.134994572838813,0.6450470552916185,12.893329269409165,0.29366441649198505,0.2915698036849501,0.6317786436080937,7250
85.8,0.7483314773547882,6.341891493950181,0.6919275444147029,13.162254182815559,0.31455411341786343,0.309106173336506,0.6614847955703725,7500
88.6,0.4898979485566356,6.542594719082002,0.6678598345892797,13.977302492141723,0.2542190693914888,0.2512114066928626,0.7144555730819698,7750
87.7,0.45825756949558394,6.395096575173302,0.6707791079253838,14.76413941955565,0.29125597223639477,0.28687345203757275,0.7598456881046298,8000
87.1,0.7000000000000001,6.459397590225878,0.6796659701407636,15.140938114166245,0.315222862243652,0.3131301435530187,0.7981404497623448,8250
88.6,0.4898979485566356,6.506259315823892,0.6830754560917001,15.863078594207751,0.30566753575205813,0.3014668013155458,0.8431186120510104,8500
87.3,0.45825756949558394,6.434804883873753,0.6639802143141238,16.358919754028317,0.3394417533278465,0.3367206198871136,0.8875759758949281,8750
88.8,0.7483314773547882,6.633997039927446,0.673827823312877,16.90707078170775,0.3460399059206248,0.34076048985123625,0.942764065027237,9000
85.2,0.4,6.292717120720087,0.6633704401765633,17.67976764297485,0.3463973007202151,0.34339980579912643,0.9923681595325471,9250
85.0,0.0,6.1389699299624985,0.6519367587045723,18.245409805297843,0.3590548129081726,0.35219175666570685,1.046696120262144,9500
87.8,0.4,6.453374111547586,0.6586129378399852,18.659742786407456,0.39757104021310863,0.3872868862152099,1.0884029157161712,9750
85.1,0.5385164807134505,6.318271468772149,0.6641022420806855,19.08370283126832,0.33979538130760156,0.33687143957614907,1.128443556070329,10000
87.6,0.4898979485566356,6.385751441873257,0.6806171718571697,19.4078822250366,0.3451008528470994,0.34058518625795836,1.1684681227207194,10250
88.3,0.45825756949558405,6.5203706896993205,0.6603598476207012,20.10147199630736,0.3281348129510877,0.3218143495917322,1.2187241659164427,10500
90.8,0.7483314773547882,6.735257185696041,0.6814500280505289,20.49998372650148,0.34826766300201434,0.3518385486006739,1.2625840928554533,10750
90.4,0.66332495807108,6.696803545410024,0.6765031139849176,20.821864330291753,0.3679432405531411,0.35878477695584354,1.2992125594615938,11000
90.4,0.8,6.692903574406885,0.6803902873928015,21.209866508483902,0.3082474869489671,0.3037882881313563,1.3359534571170808,11250
87.6,0.4898979485566356,6.457711172813598,0.6539678622582369,21.53504655456541,0.3924448582232,0.38955827030539475,1.385701368331909,11500
87.3,0.7810249675906654,6.365330022196286,0.678849417183022,22.03619766235352,0.42656719177961316,0.41829555696248993,1.4276286630630495,11750
87.5,0.5,6.421578071585297,0.6668497306316972,22.557354568481436,0.34033786523342086,0.3344212559461594,1.473284893512726,12000
88.1,0.5385164807134505,6.449602997134179,0.6643876344962403,22.843385295867943,0.4318384038507939,0.4227977090179919,1.517947073459625,12250
88.9,0.5385164807134505,6.571909486229437,0.6631352476897193,23.12461830902098,0.3797691515684134,0.3737945279926062,1.5497339787483222,12500
88.5,0.6708203932499369,6.559495142587386,0.6724954887820835,23.65718610382078,0.40936308065056837,0.400464600592852,1.60064206981659,12750
91.3,0.7810249675906654,6.7379850585983485,0.6837409069431185,23.987746284484825,0.3596484940946102,0.35255876722931917,1.654901810646056,13000
93.9,0.5385164807134505,6.930475477792964,0.6591025217016274,24.148593204498308,0.3260411253571514,0.3207581880986689,1.671347951889037,13250
92.4,0.66332495807108,6.856766274846078,0.6717875856052823,24.43145436859133,0.4001128554940226,0.39410486203432094,1.724987377166749,13500
92.2,0.6,6.8241770317593025,0.65314221234739,25.11231133651737,0.37664749494194966,0.3674800463914869,1.792839429378508,13750
94.5,0.5,7.020875504362917,0.6594555891713867,25.160630596160882,0.3823321663141248,0.3745328639745713,1.803534822463988,14000
93.4,0.8,6.903217592697344,0.6732892809527029,25.594273326873765,0.371125710248947,0.3667848986089228,1.8573469095230084,14250
91.3,0.6403124237432849,6.790073474609148,0.6726216488980942,26.312085083007798,0.38503666773438494,0.3769784099757671,1.9066607871055599,14500
103.6,0.4898979485566356,7.8989527536828374,0.6499471385595481,26.256030067443863,0.36327904272079437,0.3538493890762327,1.9743456420898429,14750
102.2,0.8717797887081347,7.772058923530992,0.6806874428892893,26.599965202331564,0.5204451527595516,0.5098293441534035,2.0005821986198433,15000
91.4,0.4898979485566356,6.831641837250305,0.6548107938657945,26.650763999938956,0.3737925061881538,0.3642658778131008,2.024033857822418,15250
100.5,0.806225774829855,7.305616977420243,0.6678464268534299,26.72141456985475,0.35984664031863206,0.3562085795104502,2.04642201757431,15500
94.2,1.4000000000000001,6.896462447094532,0.7403447534521995,26.968221965789795,0.44631173604726787,0.4400379907786844,2.059140303611753,15750
92.2,1.5362291495737217,6.690389828582292,0.7433224870761532,27.70948733520508,0.37703530454635625,0.37059177815914157,2.1129390487670903,16000
101.5,1.91049731745428,7.719760753402875,0.7717688524401983,28.112240642547608,0.484892957508564,0.4755966404378418,2.139313079357146,16250
102.2,0.4,7.604678013514979,0.6523705246816556,27.495311119079552,0.41469705578684796,0.4047142506539823,2.1542247190475474,16500
95.9,0.7000000000000001,7.055010647447844,0.6680969775670149,28.068632308959987,0.47137845665216455,0.46265848222374956,2.1978741059303264,16750
96.2,0.7483314773547882,7.093134268370953,0.6628359972516126,28.01492963409424,0.35588532263040473,0.346143613576889,2.2200748324394217,17000
99.0,0.7745966692414834,7.304275234535471,0.6795037649964457,28.407706161499053,0.41449613988399514,0.40939577466249466,2.280127079486849,17250
97.0,0.4472135954999579,7.13244306823345,0.6497441861113188,28.517066165924067,0.469826571583748,0.4609022756218906,2.2927904663085945,17500
97.7,0.45825756949558405,7.247533627107631,0.6569424703131906,28.885467231750496,0.44771252295374847,0.4394019717574122,2.296446663856506,17750
103.5,0.6708203932499369,7.728658270812495,0.6642725926463987,28.79682776641845,0.42524085599184,0.4151710234880451,2.344744042873383,18000
98.6,0.8,7.302293487897564,0.6768048983325886,28.587868171691888,0.35659871137142185,0.34573463445901864,2.3607799620628342,18250
98.8,0.6,7.265717072955821,0.6539438140928938,29.256599296569835,0.4254444162547587,0.4145452404320241,2.425296011924744,18500
103.1,0.5385164807134505,7.63420516251722,0.6570711141100853,29.198479049682632,0.4567568778991698,0.4488874906599524,2.443947868824003,18750
104.9,0.5385164807134505,7.782477445848195,0.6558272447755029,29.146252220153805,0.40183779188990604,0.3979686903953547,2.4633569855689994,19000
104.1,0.7000000000000001,7.712026707301535,0.6657907482707698,29.368671012878426,0.40239195698499686,0.3952442995905875,2.500013247966765,19250
112.0,0.4472135954999579,8.559778795210358,0.6480943003587059,29.287078041076665,0.4888952330350877,0.47744577115774123,2.468765088081356,19500
113.7,0.45825756949558394,8.537087658898248,0.6550431901354606,28.917608612060576,0.4588631524145605,0.4497649406194686,2.49988332128525,19750
131.5,0.9219544457292888,9.961065475779682,0.6675683772136272,29.476762718200707,0.4602466267943391,0.449694263219833,2.555007521152497,20000
128.5,0.9219544457292888,9.884450452923833,0.6753022943530448,29.873878684997532,0.46311508136987667,0.45478704753518123,2.5602694497108467,20250
114.1,0.8306623862918076,8.648538953670162,0.667433027989234,29.913793739318844,0.4328985017240049,0.42457450091838883,2.590927790641786,20500
115.1,0.9433981132056604,8.717689981649162,0.6854411186799678,30.416340454101558,0.40694208437204343,0.3970532108545303,2.642097177505492,20750
118.9,0.8306623862918076,8.982434380458963,0.671247692116937,30.043987510681166,0.4080859107375145,0.39706319794058786,2.643714650154114,21000
117.3,0.7810249675906654,8.92539212848247,0.6664173006758345,30.029344936370844,0.4340889498591423,0.4269459480345249,2.6089214000701935,21250
122.3,0.6403124237432849,9.196856191891648,0.6640911498780887,29.961481117248542,0.4470587542355059,0.43744958743452983,2.68464164829254,21500
120.6,0.4898979485566356,8.847506043499132,0.6550719310240439,30.113377243041977,0.34167489352822333,0.33414672118425415,2.679649219512941,21750
114.0,0.6324555320336759,8.476894857717069,0.653976820400533,30.656831611633315,0.5700862493515017,0.5594841027259826,2.6888095965385426,22000
123.9,0.7000000000000001,9.261005498203508,0.665138387255095,30.59469892883301,0.4485807265937328,0.43824070322513575,2.7086730108261117,22250
113.5,0.806225774829855,8.470825308973373,0.6730310251980075,30.593518150329608,0.3915457687973972,0.3800536137521268,2.76597836494446,22500
115.9,0.5385164807134505,8.601670076113336,0.6571906906663608,30.678048049926765,0.39632553490996353,0.38133680880069737,2.75650217056274,22750
129.3,1.2688577540449522,9.851599867905456,0.6940377223578181,30.848134201049806,0.3206507954001427,0.3114457497000694,2.786569784164431,23000
119.6,0.8,9.032589036210155,0.6666228442503154,30.741306594848638,0.39766487368941295,0.389774375170469,2.820296221256257,23250
126.8,0.7483314773547882,9.569944216594486,0.6683476353804334,31.145969711303735,0.4170856189131738,0.4072375506162647,2.8490474662780727,23500
119.8,0.6,8.987002891152818,0.655861680486927,31.173614669799836,0.5314316542148598,0.5214859558641907,2.8579228754043635,23750
121.3,0.7810249675906653,8.88747262974551,0.6656582890313921,30.99320444488527,0.3889146553874017,0.38132206287980114,2.8631642866134666,24000
131.2,0.8717797887081347,9.687350586790998,0.6649700080059707,31.663081298828143,0.4681490198373793,0.45999491807818405,2.8610243988037096,24250
152.2,0.7483314773547882,10.931154012320771,0.6701489071470812,31.70657166290283,0.4275557965338236,0.420742465615272,2.888671879768371,24500
138.1,0.5385164807134505,10.239229542403592,0.6557829565371532,31.984538436889636,0.3561399109065533,0.34567575883865376,2.9298879442214965,24750
138.5,0.5,10.11047317912133,0.6499712208843241,31.664506736755357,0.4742440359890463,0.46211003139615053,2.9076190471649186,25000
139.1,0.5385164807134505,10.225638701057392,0.6555340936305123,31.453837272644034,0.4717959192395216,0.46415067890286466,2.942329079627989,25250
139.9,0.8306623862918076,10.133168305461306,0.6719436033331537,31.821966178894044,0.3415844828486442,0.3309336762428288,2.926283087730405,25500
131.4,0.9165151389911681,9.812416652989167,0.6757253141440789,31.826109642028808,0.5288912352025505,0.5203642778992652,2.995156719207765,25750
132.1,0.7000000000000001,9.92251092573546,0.6677947827465227,31.803607696533213,0.46952860218286485,0.45634148013591774,2.9651865873336782,26000
148.8,0.9797958971132713,10.75799256179399,0.6783457846326274,31.529195022582993,0.4273226485550396,0.4233899821043017,2.913087752342223,26250
133.7,0.7810249675906655,9.937674499781766,0.6759118212494933,32.119897117614855,0.43035224074125283,0.42363976022601096,2.983552947998046,26500
151.0,0.8944271909999159,10.79927643493299,0.6755044822420114,31.829386985778797,0.45787664088606805,0.446251397445798,2.9852218704223668,26750
134.7,0.6403124237432849,9.933624754261439,0.6668781542194381,31.91910318756103,0.4516809610724448,0.44343258509039885,3.0682626409530656,27000
148.1,0.5385164807134505,10.645190674707404,0.6539516090095946,32.618864021301285,0.41927243331074676,0.40899236565828345,3.0714837350845325,27250
145.5,0.6708203932499369,10.649841385476781,0.6610660543500139,31.954249923706055,0.40632399013638504,0.4011925437450408,3.0573153114318843,27500
155.5,0.806225774829855,11.001823322186299,0.6674352141438283,32.101414825439434,0.39426844140887246,0.38235631388425817,3.157605100631714,27750
147.9,0.5385164807134505,10.517516043686765,0.6539542606994209,32.466272529602065,0.555439035505057,0.5491045120060442,3.1177443733215346,28000
136.0,0.6324555320336759,9.980103090730616,0.6535420621608357,32.31503089141846,0.42705730855464935,0.4198625918328762,3.0747414770126333,28250
136.5,0.6708203932499369,9.893687537275522,0.6600392355748229,32.55141948699954,0.4123254324495791,0.40508350059390075,3.147798974990844,28500
136.1,0.7000000000000001,9.92178591079672,0.6623479576765335,32.566083045959424,0.35500622826814626,0.34535083869099625,3.1103412733077986,28750
