eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/q1,loss/q2,loss/v,timestep
27.3,0.45825756949558394,1.54176366345831,0.64365147223331,3.0300275878906238,0.016587150195613503,0.013273920387029646,0.0032075183745473627,250
23.5,0.5,1.415510726752964,0.6447048630400853,2.8859586658477783,0.008680896764621141,0.00870874719787389,0.00279279322363436,500
38.3,1.345362404707371,1.9401727085347653,0.676668256358138,2.7695376520156874,0.02257563544251025,0.02239283344894646,0.0031947916671633703,750
119.2,1.0770329614269007,7.916438649177319,0.6655180390971935,2.664109700202941,0.02725448824092747,0.027880270384252077,0.0041449175970628815,1000
92.0,2.1908902300206643,5.582120053579373,0.7671296094753594,2.5804166097640993,0.039724181875586496,0.04022749937325711,0.006455660838633781,1250
65.9,0.9433981132056604,4.377620618529924,0.6812399347642085,2.5257172460556023,0.05124576703831553,0.05144517062604425,0.010229604922235012,1500
51.8,0.6,3.3108652945436017,0.6587138391958491,2.509015061378479,0.06551873619109402,0.06548390268534411,0.015443171169608834,1750
40.1,0.3,2.6379754234311523,0.6420170756205326,2.5223715209960913,0.0716344011873007,0.07159619971364738,0.02268545800819993,2000
41.6,0.4898979485566356,2.728334091880181,0.6540096123607051,2.5940037527084336,0.07670747598260652,0.07572427109628911,0.03278973199427124,2250
39.7,0.45825756949558405,2.623917264524992,0.653460893583591,2.714831459999082,0.09274298009276391,0.09170413747429855,0.04507205979526044,2500
34.4,0.4898979485566356,2.362066848902865,0.6514583578957973,2.877820467948912,0.09761782483756544,0.09658584504574547,0.059376724451780306,2750
35.3,0.45825756949558394,2.4088422002003647,0.647312668209742,3.1554665327072144,0.1196132528036833,0.11777270239591593,0.07732056748867032,3000
37.5,0.5,2.55198723308424,0.6496868422441971,3.562285549163815,0.12417463392019272,0.12217924357950687,0.09905748018622398,3250
31.7,0.9000000000000001,2.2454941532664257,0.6744383274068607,3.8685547113418552,0.15070247992873187,0.14837909865379345,0.11971208602190013,3500
38.1,0.7000000000000001,2.6033090125234195,0.6593534929235297,4.270842256546024,0.1454626656323671,0.14342263626307236,0.1425983462929725,3750
32.4,0.4898979485566356,2.273695148681921,0.6507858213768526,4.785279343605035,0.18898046953976166,0.18706158056855188,0.16892178249359122,4000
30.4,0.8,2.1870013635048604,0.6636655535420813,5.305090468406672,0.17016738097369666,0.1668149383217095,0.19725919669866546,4250
39.8,0.7483314773547882,2.737048758074749,0.6593104360594779,5.842299111366271,0.2103272046148777,0.2090669640302656,0.2289188670516013,4500
31.1,1.1357816691600546,2.2251556048303143,0.6797282808335429,6.494745720863341,0.21071715706586847,0.20830757713317868,0.25628498548269274,4750
29.8,0.8717797887081347,2.182048901856873,0.66616313340301,7.048163854599,0.20405576278269277,0.20230806240439422,0.2868169643878939,5000
36.1,1.3747727084867523,2.538537821801342,0.6958993624491997,7.6498711166381845,0.23052330574393273,0.22779249408841112,0.32119010776281354,5250
42.2,1.16619037896906,2.908987483306295,0.6882331955771112,8.300884955406186,0.22175803536176683,0.21889594036340718,0.3549985115528107,5500
31.5,1.118033988749895,2.2755719854654783,0.6802458323798255,9.126465227127062,0.2472901646792887,0.24798185682296744,0.39403536212444334,5750
34.2,1.16619037896906,2.4763990043931985,0.6812487272940321,9.52772936820984,0.25325738784670826,0.24915652608871458,0.43130436205863926,6000
48.1,0.7,3.2745355561349965,0.6556726217577435,10.145992429733283,0.2656152962744233,0.2619174272716041,0.4713471064567569,6250
87.1,0.30000000000000004,6.425311144301891,0.6529848156966185,10.943468740463244,0.24810053122043568,0.2465498034954074,0.5123191928863529,6500
88.2,0.4,6.3485313197537,0.6751004575864493,11.684500270843504,0.3108750146329403,0.3075929798483849,0.552105761170388,6750
86.0,2.23606797749979,6.320625745331671,0.8369762564848183,12.227533151626584,0.29618358904123326,0.29304142120480536,0.5899230387210846,7000
89.8,0.4,6.569895124919321,0.6747096468692461,12.662697666168196,0.2987664702534675,0.2963519275188451,0.6170796042680741,7250
