eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,timestep
134.4,9.488940931421167,4.317225123498158,0.8721835941934736,0
132.7,11.109005356016352,4.29221785281274,1.0682802678658585,0
135.9,9.954396013822235,4.374149404933751,0.9251558810078706,0
133.3,11.849472562101658,4.244375659735607,0.9827350965873785,0
135.0,5.291502622129181,4.229876090014357,0.7646066937771575,0
133.5,9.31933474020544,4.292177624725387,0.8890801713300315,0
137.4,9.318798205777396,4.422423136563713,0.9304611962258263,0
133.2,8.423775875461075,4.281000658549121,0.8988116442196058,0
125.7,9.487360012142473,4.0435772133943795,0.9499359020287708,0
129.4,9.971960689854328,4.144773556330356,0.9208847716758969,0
131.0,9.715966241192895,4.225700031627204,0.8837973514677913,0
131.5,6.859300255857007,4.233858839966319,0.8142239289138619,0
135.2,8.669486720677297,4.351765326648508,0.9324908903382376,0
133.5,8.868483523128406,4.235741728866061,0.9135273023395692,0
132.3,9.613012014972206,4.19166874239115,0.9391520889699927,0
134.3,10.58347768930421,4.30165428151201,1.0314838758037403,0
128.6,10.041912168506554,4.147101837236954,0.9809437807286641,0
134.2,10.749883720301352,4.2442873888283374,0.9481232386020502,0
