eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,timestep
144.3,7.937883848986454,5.934192528387818,0.8779684765876359,0
151.0,10.21763181955584,6.1467785236906485,0.9487012928137827,0
145.9,14.76109752017105,5.980451485188876,1.091794970738303,0
144.7,10.92748827498799,5.940582396368676,0.9781357274022169,0
152.1,15.09602596712128,6.183736977431289,1.106535192303009,0
146.0,10.526157893552615,5.9887645418585675,0.9647395045234054,0
151.0,12.83744522870497,6.145381887313001,1.0365088142155359,0
156.5,18.980252896102307,6.322632999028411,1.2236682563209822,0
150.3,12.783192089615177,6.124737844828333,1.0390243661797278,0
148.9,14.801689092802889,6.07951664498381,1.0956266677182986,0
148.3,14.142489172702236,6.066241761397438,1.0709503075304878,0
147.7,7.988116173416609,6.042838651250565,0.8782703599031797,0
144.9,12.501599897613106,5.944308312935146,1.0197948315169327,0
144.2,8.784076502399099,5.942034489923403,0.9046057970930752,0
140.5,12.387493693237547,5.831430305460627,1.0191746017109018,0
