eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,timestep
134.4,9.488940931421167,4.317225123498158,0.8721835941934736,0
132.7,11.109005356016352,4.29221785281274,1.0682802678658585,0
135.9,9.954396013822235,4.374149404933751,0.9251558810078706,0
133.3,11.849472562101658,4.244375659735607,0.9827350965873785,0
135.0,5.291502622129181,4.229876090014357,0.7646066937771575,0
133.5,9.31933474020544,4.292177624725387,0.8890801713300315,0
137.4,9.318798205777396,4.422423136563713,0.9304611962258263,0
133.2,8.423775875461075,4.281000658549121,0.8988116442196058,0
125.7,9.487360012142473,4.0435772133943795,0.9499359020287708,0
129.4,9.971960689854328,4.144773556330356,0.9208847716758969,0
131.0,9.715966241192895,4.225700031627204,0.8837973514677913,0
131.5,6.859300255857007,4.233858839966319,0.8142239289138619,0
135.2,8.669486720677297,4.351765326648508,0.9324908903382376,0
133.5,8.868483523128406,4.235741728866061,0.9135273023395692,0
132.3,9.613012014972206,4.19166874239115,0.9391520889699927,0
134.3,10.58347768930421,4.30165428151201,1.0314838758037403,0
128.6,10.041912168506554,4.147101837236954,0.9809437807286641,0
134.2,10.749883720301352,4.2442873888283374,0.9481232386020502,0
228.8,45.604385754003964,8.271536401982102,1.7685346626195912,0
225.2,57.513128935922104,7.925069629941482,2.4637027169774854,0
202.1,19.54712255039089,7.192306355224944,1.401306653257598,0
208.4,38.46608896157757,7.513852063668631,1.4850088298046678,0
205.0,23.366642891095847,7.281267704593083,1.110395909645599,0
195.9,28.02659451306919,6.8343565808457125,1.761978534809018,0
206.0,40.7651812212334,7.336890538353027,1.8792715456231166,0
224.5,53.63441059618349,7.894688273360778,2.1716074936177763,0
219.6,46.622312254970794,7.441185337168717,2.027517533254357,0
202.9,26.00557632508843,7.39159765969614,1.7031879737250257,0
201.5,39.44679961669895,7.06715338406594,2.139769420130594,0
199.6,31.366223872184552,6.934435255938882,1.3704808959840937,0
208.8,40.52357338636365,7.407326335608444,1.5220136665758959,0
210.6,43.14440867598025,7.63819576141697,1.717234501085926,0
204.1,45.65183457430818,7.320691619573743,2.056171789276412,0
208.0,40.95851559810243,7.727874606194647,2.047163923586229,0
200.3,33.10302101017368,7.5327122561741024,1.7565073088364542,0
203.3,17.9055857206627,7.586385442220224,1.3133642107810224,0
196.0,32.63740185737829,7.029148924933379,2.1162478736272536,0
222.5,53.002358438092166,7.922179866479556,2.0765240136814067,0
172.6,11.876026271442818,6.6308232737469135,1.1754577284719858,0
175.2,45.53416299878587,6.877039874074306,2.0361816796467167,0
212.2,42.206160687747946,7.4996171644515846,1.8589457839433388,0
195.0,40.25170803829323,6.967631810104254,1.471030499313365,0
199.5,51.65897792252572,7.107595175942524,2.1421288279224924,0
211.9,58.54135290544625,7.8411254542214825,2.360916025515294,0
199.8,30.36050065463348,7.297633463435822,1.6809392200857742,0
208.0,38.449967490233334,7.7265453243116955,1.617528250395657,0
177.1,18.135324645563973,6.767427034241978,1.3038886267645835,0
224.4,53.60820832671056,7.701692489897656,2.1009865915127124,0
199.0,27.46270197922994,7.442886234366214,1.5620148993408003,0
182.7,26.89256402799852,6.942845916944471,1.1612312565221474,0
201.3,36.55420632430692,7.519253301820747,1.831435648607534,0
206.6,48.22281617657766,7.67902291584748,2.263520308968868,0
184.2,20.267214904865444,7.1642051811699385,1.2532769695836272,0
187.4,22.34367919569201,7.2624304595380815,1.315456517621399,0
185.4,45.59649109306548,7.017985503379104,1.618370424141275,0
206.4,49.84616334282911,7.324557355713994,1.922347097414162,0
202.3,51.81129220546424,7.366830574161878,2.056945009596424,0
186.5,37.31822611003905,7.057836010072287,1.8847202883461287,0
155.1,11.536463929644993,6.274859225261525,0.9935453380197807,0
156.7,17.099999999999998,6.323703304780174,1.165815468216723,0
147.6,10.818502669038818,6.036516757178459,0.9687443322929253,0
149.7,5.1,6.110012938325794,0.7828407266682926,0
154.8,12.163880959627976,6.264017624465494,1.008957326701993,0
154.4,17.402298698735176,6.2438937068594695,1.1787075137846519,0
164.9,25.434032318922615,6.574735073080522,1.4192855818658903,0
151.4,15.692036196746423,6.154346606216874,1.11879898565953,0
157.9,25.563450471327222,6.354732744708726,1.420811761480522,0
169.4,32.09735191569548,6.716797682309235,1.6322138377845847,0
147.9,11.894956914591997,6.040401421411002,1.0034109334679673,0
149.8,7.11055553385247,6.1018014841298704,0.8483081966533806,0
151.4,20.40196069009055,6.149433175684008,1.26897812234001,0
167.1,13.284953895290718,6.64954477304136,1.0420880592486792,0
157.5,7.990619500389191,6.341787547989963,0.8780086173281089,0
157.1,14.56331006330635,6.334511869439819,1.088050919192319,0
144.0,7.771743691090179,5.920226244788811,0.8746624935441047,0
153.3,20.557480390359125,6.211351067557805,1.2722369440139076,0
144.7,7.128113354878695,5.935433103698506,0.8549163347861429,0
160.9,19.56246405747497,6.447772698704545,1.237084377234712,0
150.8,13.826062346163496,6.137261860917413,1.0601423370391112,0
153.5,12.823805987303457,6.219506956940362,1.022694594496042,0
143.4,10.180373274099532,5.906690868296014,0.9449748494815792,0
148.3,12.19877042984251,6.056879647077219,1.0134527262012119,0
149.5,11.412712210513327,6.102759754373145,0.9853129724340838,0
154.6,10.827742146911332,6.256378002854607,0.9688401204306354,0
156.0,13.394028520202577,6.3086234770829845,1.0484804333114937,0
